ft,bt,transmission,ownerNo,oem,model,modelYear,price,Fuel Type,Seats,Kms Driven,Transmission,Mileage
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2016,3.45,CNG,5,65000,Manual,33.54
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2021,5.41,CNG,5,23900,Manual,33.54
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2023,4.3,Petrol,5,2900,Manual,24.39
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2022,5.3,Petrol,5,11200,Manual,20.3
Petrol,SUV,Manual,1,Kia,Kia Sonet,2023,10.7,Petrol,5,1900,Manual,18.2
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,1.73,Petrol,5,70098,Manual,20.36
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,7.07,Petrol,5,30498,Manual,18.75
Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2021,8.2,Petrol,5,33000,Automatic,18.3
Petrol,SUV,Manual,1,Renault,Renault Kiger,2021,8.28,Petrol,5,7243,Manual,20.5
Petrol,SUV,Manual,1,Maruti,Maruti Brezza,2023,12.55,Petrol,5,7867,Manual,19.89
Diesel,SUV,Manual,2,Maruti,Maruti Vitara Brezza,2018,6.9,Diesel,5,110000,Manual,24.3
Petrol,MUV,Manual,1,Renault,Renault Triber,2022,6.16,Petrol,7,49650,Manual,20.0
Diesel,SUV,Manual,1,Tata,Tata New Safari,2022,20.99,Diesel,6,5301,Manual,16.14
Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2019,8.0,Petrol,5,21366,Manual,18.27
Diesel,SUV,Automatic,1,Jeep,Jeep Compass,2021,24.5,Diesel,5,40099,Automatic,14.9
Diesel,Sedan,Manual,1,Ford,Ford Aspire,2015,3.15,Diesel,5,100000,Manual,25.83
Diesel,Sedan,Manual,1,Ford,Ford Aspire,2015,3.15,Diesel,5,100000,Manual,25.83
Petrol,Sedan,Manual,1,Honda,Honda City,2015,6.5,Petrol,5,48000,Manual,17.4
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2017,3.1,CNG,5,120000,Manual,26.6
Petrol,SUV,Automatic,1,Tata,Tata Nexon,2019,8.25,Petrol,5,58000,Automatic,17.0
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2016,4.85,Petrol,5,58000,Manual,17.8
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2015,3.5,Petrol,5,50000,Manual,18.0
Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2019,7.95,Petrol,5,32000,Automatic,18.1
Diesel,Sedan,Automatic,1,BMW,BMW 3 Series,2020,40.9,Diesel,5,9900,Automatic,20.37
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2017,4.7,Petrol,5,3721,Manual,20.4
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,6.25,Petrol,5,16564,Manual,20.7
Diesel,SUV,Automatic,1,BMW,BMW X5,2019,72.9,Diesel,5,34000,Automatic,13.38
Petrol,SUV,Manual,1,Tata,Tata Punch,2022,7.94,Petrol,5,15992,Manual,20.09
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2015,2.66,Petrol,5,91380,Manual,23.95
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2017,23.9,Petrol,5,50000,Automatic,15.04
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2017,2.96,Petrol,5,47231,Manual,24.39
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2018,30.9,Diesel,7,20500,Automatic,12.9
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,6.07,Diesel,5,89908,Manual,24.3
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2018,40.0,Diesel,5,60000,Automatic,17.9
Diesel,SUV,Automatic,1,BMW,BMW X1,2018,27.5,Diesel,5,34000,Automatic,20.68
Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2022,7.4,Petrol,5,30000,Manual,22.35
Diesel,Hatchback,Manual,1,Fiat,Fiat Punto,2013,1.15,Diesel,5,120000,Manual,20.3
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,1.67,Petrol,5,99100,Manual,19.81
Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2019,14.75,Petrol,5,22000,Automatic,16.0
Diesel,SUV,Automatic,1,BMW,BMW X1,2017,19.95,Diesel,5,22120,Automatic,20.68
Petrol,MUV,Automatic,1,Renault,Renault Triber,2023,8.35,Petrol,7,4000,Automatic,18.2
Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2021,10.95,Diesel,5,14800,Manual,23.7
Petrol,Sedan,Automatic,1,Honda,Honda Civic,2020,19.5,Petrol,5,8120,Automatic,16.5
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2012,3.09,Petrol,5,54650,Manual,18.5
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,2.05,Petrol,5,99343,Manual,19.81
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2020,16.99,Diesel,5,22800,Manual,17.1
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2014,3.03,Petrol,5,37961,Manual,20.51
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2016,2.64,Petrol,5,76751,Manual,24.39
Petrol,SUV,Automatic,1,MG,MG Astor,2021,15.41,Petrol,5,24788,Automatic,14.34
Petrol,SUV,Automatic,2,Mitsubishi,Mitsubishi Outlander,2010,4.0,Petrol,5,90000,Automatic,11.3
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2017,3.08,Petrol,5,70036,Manual,24.39
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2019,10.0,Diesel,7,45500,Manual,16.0
Petrol,SUV,Automatic,1,Audi,Audi Q5,2022,57.0,Petrol,5,16000,Automatic,13.47
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2012,2.4,Petrol,5,75000,Manual,17.0
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2012,24.5,Petrol,5,19000,Automatic,10.13
Diesel,Hatchback,Automatic,2,Mercedes-Benz,Mercedes-Benz A Class,2014,12.9,Diesel,5,40000,Automatic,20.0
Petrol,Sedan,Automatic,1,Jaguar,Jaguar XE,2019,32.5,Petrol,5,20000,Automatic,13.5
Petrol,Sedan,Automatic,2,Honda,Honda City,2013,4.4,Petrol,5,61000,Automatic,15.6
Diesel,MUV,Manual,1,Toyota,Toyota Innova,2013,6.7,Diesel,7,126000,Manual,12.99
Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2018,8.0,Petrol,5,30000,Automatic,19.12
Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2019,9.21,Petrol,7,77293,Manual,19.34
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2013,3.1,Petrol,5,110000,Manual,19.1
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2019,3.58,Petrol,5,25502,Manual,24.39
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,3.9,Petrol,5,57120,Automatic,26.0
Diesel,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2016,13.5,Diesel,8,97000,Automatic,11.36
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2017,3.45,Petrol,5,51868,Manual,20.51
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,2.08,Petrol,5,52725,Manual,20.36
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2014,3.2,Diesel,5,50000,Manual,25.2
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2012,2.1,Petrol,5,84929,Manual,20.36
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,6.75,Petrol,5,42000,Manual,17.5
Petrol,MUV,Automatic,1,Maruti,Maruti XL6,2019,11.0,Petrol,6,21515,Automatic,20.27
Diesel,Sedan,Automatic,2,Audi,Audi A6,2015,12.0,Diesel,5,50000,Automatic,17.68
Petrol,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,52.0,Petrol,5,42000,Automatic,12.74
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2019,4.4,Petrol,5,53000,Manual,23.84
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,3.85,Petrol,5,71000,Automatic,23.1
Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2019,7.2,Petrol,5,48000,Automatic,18.1
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,5.4,Petrol,5,56000,Manual,21.4
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,8.25,Diesel,5,60000,Manual,24.3
Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2021,7.2,Petrol,5,50000,Manual,19.33
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2016,2.3,CNG,5,120000,Manual,26.6
Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2011,2.0,Petrol,5,50000,Manual,18.5
Cng,MUV,Manual,1,Maruti,Maruti Ertiga,2022,11.6,CNG,7,30000,Manual,26.11
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2023,7.23,Petrol,5,3819,Manual,22.38
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i20,2020,8.06,Petrol,5,7825,Automatic,19.65
Petrol,Sedan,Manual,2,Honda,Honda City,2016,7.0,Petrol,5,70000,Manual,17.8
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2019,5.07,Petrol,5,27436,Automatic,23.1
Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2013,4.99,Petrol,7,40673,Manual,16.02
Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2022,13.0,Diesel,5,60000,Manual,25.0
Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2018,6.39,Petrol,5,33100,Automatic,22.56
Petrol,Sedan,Manual,2,Maruti,Maruti SX4,2009,1.3,Petrol,5,80000,Manual,15.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2019,3.31,Petrol,5,57929,Manual,24.39
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2022,7.9,Petrol,5,8500,Manual,21.0
Petrol,Sedan,Manual,1,Honda,Honda City,2011,3.76,Petrol,5,60000,Manual,17.0
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,26.5,Diesel,5,40000,Automatic,17.9
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2013,3.1,Petrol,5,120000,Manual,18.6
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,26.5,Diesel,5,40000,Automatic,17.9
Petrol,SUV,Automatic,1,Mitsubishi,Mitsubishi Outlander,2011,5.7,Petrol,5,76000,Automatic,11.3
Cng,MUV,Manual,1,Maruti,Maruti Ertiga,2021,10.65,CNG,7,35000,Manual,26.08
Petrol,Sedan,Manual,1,Honda,Honda City,2015,5.7,Petrol,5,19681,Manual,17.4
Petrol,Sedan,Manual,2,Ford,Ford Fiesta Classic,2012,1.5,Petrol,5,68866,Manual,14.09
Diesel,SUV,Manual,2,Maruti,Maruti Vitara Brezza,2018,6.9,Diesel,5,100000,Manual,24.3
Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2016,5.5,Petrol,5,70000,Automatic,19.12
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,4.19,Petrol,5,53338,Automatic,26.0
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2017,5.06,Petrol,5,41558,Manual,17.8
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto,2011,1.3,Petrol,5,10000,Manual,19.7
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2017,5.28,Petrol,5,25403,Manual,21.4
Petrol,Sedan,Manual,1,Honda,Honda City,2014,6.08,Petrol,5,52800,Manual,17.4
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2019,17.5,Diesel,7,60000,Manual,13.68
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2012,3.0,Petrol,5,92543,Manual,22.0
Diesel,Sedan,Automatic,1,Audi,Audi A6,2015,15.0,Diesel,5,28000,Automatic,17.68
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2011,1.78,Petrol,5,95525,Manual,20.36
Diesel,SUV,Manual,1,Kia,Kia Seltos,2020,13.25,Diesel,5,3200,Manual,20.8
Petrol,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2022,26.0,Petrol,7,9000,Automatic,8.0
Diesel,SUV,Automatic,1,Jeep,Jeep Compass,2022,31.0,Diesel,5,31000,Automatic,14.9
Petrol,SUV,Manual,1,Maruti,Maruti Brezza,2022,9.45,Petrol,5,23000,Manual,17.38
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2023,7.0,Petrol,5,2700,Manual,22.38
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,3.99,Petrol,5,30000,Manual,18.9
Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2017,5.56,Petrol,5,130000,Automatic,14.8
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,8.95,Diesel,7,60000,Manual,16.0
Petrol,Hatchback,Manual,2,Chevrolet,Chevrolet Spark,2009,0.89999,Petrol,5,12400,Manual,18.0
Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2014,3.33,Diesel,5,79000,Manual,20.14
Petrol,Sedan,Automatic,3,Honda,Honda Civic,2020,14.0,Petrol,5,32000,Automatic,16.5
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2011,3.24,Petrol,5,39368,Manual,16.47
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2013,3.59,Petrol,5,49597,Manual,18.5
Petrol,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2011,9.5,Petrol,5,70000,Automatic,12.3
Petrol,Hatchback,Automatic,1,Maruti,Maruti Alto K10,2016,3.48,Petrol,5,34174,Automatic,23.95
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2021,5.32,Petrol,5,11171,Manual,20.89
Diesel,SUV,Automatic,1,Audi,Audi Q7,2014,19.25,Diesel,7,68000,Automatic,12.07
Petrol,Sedan,Manual,1,Honda,Honda City,2010,2.28,Petrol,5,62545,Manual,17.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2016,2.95,Petrol,5,94480,Manual,21.79
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,2.97,Petrol,5,19299,Manual,22.05
Petrol,Sedan,Manual,1,Honda,Honda City,2010,3.5,Petrol,5,60000,Manual,17.0
Diesel,SUV,Automatic,2,Hyundai,Hyundai Creta,2017,10.0,Diesel,5,34000,Automatic,17.01
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2020,3.6,Petrol,5,30000,Manual,19.01
Diesel,SUV,Automatic,1,Audi,Audi Q5,2017,18.5,Diesel,5,55000,Automatic,14.16
Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2020,5.8,Petrol,5,120000,Automatic,21.21
Petrol,SUV,Manual,2,Ford,Ford Ecosport,2017,6.5,Petrol,5,70000,Manual,15.85
Petrol,SUV,Automatic,2,MG,MG Hector,2019,14.3,Petrol,5,40000,Automatic,13.96
Diesel,Sedan,Automatic,2,Hyundai,Hyundai Verna,2014,4.15,Diesel,5,120000,Automatic,19.08
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2009,0.95,Petrol,5,70000,Manual,20.36
Petrol,SUV,Automatic,1,Maruti,Maruti FRONX,2023,12.5,Petrol,5,1500,Automatic,20.01
Petrol,SUV,Automatic,1,MG,MG Hector,2020,16.0,Petrol,5,30000,Automatic,13.96
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,6.61,Petrol,5,53464,Automatic,18.0
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2016,3.98,Petrol,5,43216,Manual,18.9
Diesel,SUV,Manual,1,Tata,Tata Safari Storme,2014,3.5,Diesel,7,70000,Manual,14.0
Cng,Hatchback,Manual,1,Tata,Tata Tiago,2022,7.0,CNG,5,16372,Manual,26.49
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,4.57,Petrol,5,14515,Manual,18.9
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,2019,10.0,Petrol,5,30000,Automatic,17.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2012,2.95,Petrol,5,85617,Manual,18.6
Diesel,SUV,Automatic,1,MG,MG Gloster,2021,34.5,Diesel,6,70000,Automatic,12.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2010,1.96,Petrol,5,76605,Manual,18.9
Petrol,SUV,Manual,2,Kia,Kia Seltos,2021,9.25,Petrol,5,20000,Manual,16.8
Petrol,SUV,Manual,1,Kia,Kia Sonet,2022,11.0,Petrol,5,10000,Manual,18.2
Diesel,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,2015,1.1,Diesel,5,70000,Manual,25.44
Diesel,Hatchback,Manual,3,Hyundai,Hyundai Grand i10,2017,3.8,Diesel,5,80000,Manual,24.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2017,4.35,Petrol,5,55000,Manual,20.4
Petrol,SUV,Manual,2,Kia,Kia Seltos,2021,9.25,Petrol,5,20000,Manual,16.8
Petrol,Hatchback,Automatic,2,Mini,Mini Cooper,2014,20.0,Petrol,4,22000,Automatic,13.6
Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2019,7.4,Petrol,5,26000,Automatic,19.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2018,3.08,Petrol,5,21387,Manual,22.05
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,5.09,Petrol,5,64568,Manual,22.38
Petrol,SUV,Automatic,1,Volkswagen,Volkswagen Taigun,2022,17.25,Petrol,5,25000,Automatic,18.41
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2012,3.05,Petrol,5,73568,Manual,22.38
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,3.49,Petrol,5,87755,Manual,22.0
Diesel,SUV,Automatic,1,Jeep,Jeep Compass,2021,19.2,Diesel,5,34000,Automatic,17.1
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i20 N Line,2021,9.01,Petrol,5,25319,Automatic,20.25
Petrol,SUV,Manual,1,Mahindra,Mahindra Thar,2022,15.75,Petrol,4,11000,Manual,15.2
Petrol,Hatchback,Automatic,1,Maruti,Maruti Ignis,2020,6.51,Petrol,5,23051,Automatic,20.89
Petrol,Hatchback,Manual,3,Maruti,Maruti Swift,2012,3.0,Petrol,5,80000,Manual,18.6
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2021,5.3,Petrol,5,20000,Manual,20.3
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2018,15.75,Diesel,8,70123,Manual,13.68
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,7.35,Petrol,5,71156,Automatic,18.0
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2021,7.01,Petrol,5,10000,Automatic,20.7
Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,2015,5.5,Diesel,7,80000,Manual,20.77
Petrol,Sedan,Manual,1,Fiat,Fiat Linea,2009,1.2,Petrol,5,30000,Manual,14.6
Petrol,Hatchback,Automatic,1,Honda,Honda Brio,2017,4.9,Petrol,5,36000,Automatic,16.5
Petrol,Hatchback,Manual,3,Renault,Renault KWID,2017,2.05,Petrol,5,50000,Manual,25.17
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,2022,10.13,Diesel,5,30211,Manual,20.0
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2019,6.15,Petrol,5,40000,Manual,19.5
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,4.33,Petrol,5,72368,Manual,21.4
Diesel,SUV,Manual,2,Honda,Honda WR-V,2018,6.07,Diesel,5,51260,Manual,25.5
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2013,3.1,Petrol,5,30000,Manual,19.4
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,5.64,Petrol,5,79166,Manual,18.6
Diesel,Sedan,Automatic,2,BMW,BMW 3 Series GT,2016,15.0,Diesel,5,120000,Automatic,21.76
Petrol,MUV,Manual,1,Datsun,Datsun GO Plus,2021,5.24,Petrol,7,10512,Manual,19.02
Diesel,Sedan,Automatic,2,BMW,BMW 3 Series GT,2016,15.0,Diesel,5,110000,Automatic,21.76
Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2015,3.45,Petrol,5,70000,Manual,18.7
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,6.9,Petrol,5,30000,Manual,15.29
Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2021,7.3,Petrol,5,50000,Manual,19.33
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2017,5.4,Diesel,5,100000,Manual,23.0
Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2014,2.1,Petrol,5,40000,Manual,21.1
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2018,9.35,Diesel,5,74000,Manual,22.1
Diesel,Sedan,Manual,1,Ford,Ford Aspire,2015,3.8,Diesel,5,60000,Manual,25.83
Diesel,SUV,Manual,1,Tata,Tata Harrier,2019,14.5,Diesel,5,120000,Manual,17.0
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,2.0,Petrol,5,9545,Manual,20.36
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2018,7.91,Petrol,5,36002,Manual,17.0
Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2021,7.79,Petrol,5,30854,Automatic,19.56
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2018,6.5,Diesel,5,45000,Manual,28.4
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2019,4.82,Petrol,5,52654,Manual,22.38
Cng,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,5.62,CNG,5,34151,Manual,30.48
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2017,3.1,Petrol,5,29000,Manual,23.01
Petrol,Sedan,Manual,1,Honda,Honda City,2019,8.92,Petrol,5,31873,Manual,17.4
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2015,5.3,Petrol,5,24000,Manual,17.01
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,5.49,Petrol,5,52129,Manual,21.4
Petrol,Sedan,Manual,2,Honda,Honda City,2009,2.35,Petrol,5,82000,Manual,17.0
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2015,5.95,Petrol,5,64000,Manual,20.73
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GL-Class,2016,38.5,Diesel,7,75000,Automatic,11.3
Petrol,MUV,Manual,1,Renault,Renault Triber,2020,5.86,Petrol,7,50000,Manual,20.0
Diesel,SUV,Automatic,1,BMW,BMW X1,2018,20.25,Diesel,5,63000,Automatic,20.68
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2014,3.85,Petrol,5,63000,Automatic,23.1
Diesel,SUV,Manual,1,Tata,Tata Safari Storme,2014,5.45,Diesel,7,79000,Manual,14.0
Petrol,Hatchback,Manual,1,Honda,Honda Brio,2012,2.95,Petrol,5,64000,Manual,19.4
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,39.5,Diesel,5,28000,Automatic,16.1
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2022,4.89,Petrol,5,6624,Manual,21.46
Petrol,Sedan,Manual,2,Honda,Honda Amaze,2013,3.26,Petrol,5,48077,Manual,18.0
Diesel,Sedan,Automatic,1,Audi,Audi A4,2016,15.49,Diesel,5,36000,Automatic,18.25
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,5.47,Petrol,5,71355,Manual,18.6
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2019,6.14,Petrol,5,76282,Automatic,20.7
Diesel,Sedan,Automatic,2,Jaguar,Jaguar XJ,2018,53.0,Diesel,5,40000,Automatic,14.47
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,4.45,Petrol,5,25091,Manual,18.9
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,22.0,Diesel,5,80000,Automatic,17.9
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2013,2.85,Petrol,5,42857,Manual,20.36
Diesel,SUV,Manual,1,Mahindra,Mahindra TUV 300,2017,6.0,Diesel,7,70000,Manual,18.49
Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2016,23.5,Diesel,5,96000,Automatic,18.12
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,28.5,Diesel,5,33000,Automatic,17.9
Petrol,Sedan,Automatic,1,Toyota,Toyota Corolla Altis,2014,6.95,Petrol,5,65000,Automatic,14.28
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2018,7.25,Petrol,5,49000,Automatic,21.4
Petrol,Convertibles,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2010,7.9,Petrol,2,80000,Automatic,10.93
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2014,9.75,Diesel,7,88000,Manual,12.99
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,5.0,Diesel,5,74000,Manual,23.4
Petrol,SUV,Automatic,1,MG,MG Hector,2020,16.5,Petrol,5,23000,Automatic,13.96
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2015,2.53,Petrol,5,32192,Manual,24.39
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,4.96,Petrol,5,53930,Manual,22.41
Petrol,SUV,Manual,2,Ford,Ford Ecosport,2017,5.1,Petrol,5,70000,Manual,17.0
Petrol,Sedan,Manual,2,Honda,Honda City,2015,5.54,Petrol,5,47121,Manual,17.4
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2014,14.25,Diesel,7,65000,Automatic,12.55
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2017,4.85,Petrol,5,39000,Manual,18.6
Cng,SUV,Manual,1,Maruti,Maruti Grand Vitara,2023,14.25,CNG,5,20000,Manual,26.6
Diesel,Sedan,Manual,1,Hyundai,Hyundai Xcent,2016,3.77,Diesel,5,150000,Manual,24.4
Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2009,1.0,Petrol,5,110000,Manual,18.9
Diesel,SUV,Automatic,2,Ford,Ford Endeavour,2017,22.5,Diesel,7,70000,Automatic,10.91
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2016,4.25,Petrol,5,80000,Manual,18.6
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2016,4.15,Petrol,5,40000,Manual,21.21
Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2021,15.8,Petrol,5,20000,Automatic,17.2
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2011,1.65,Petrol,5,74000,Manual,20.52
Diesel,Sedan,Automatic,2,BMW,BMW 5 Series,2018,35.5,Diesel,5,62000,Automatic,20.37
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2009,0.86,Petrol,5,80000,Manual,16.1
Diesel,MUV,Manual,2,Maruti,Maruti Ertiga,2014,5.6,Diesel,7,100000,Manual,20.77
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,6.34,Petrol,5,23256,Manual,21.01
